iter	RMSE
0	0.4069564755
1	0.392853001
2	0.3790118315
3	0.368258787
4	0.355354672
5	0.3436085671
6	0.332522265
7	0.3207775426
8	0.3122647924
9	0.300794103
10	0.2910346284
11	0.281134586
12	0.271948457
13	0.2622067048
14	0.2569510988
15	0.2496378879
16	0.2415360065
17	0.2345250568
18	0.2285427512
19	0.2219997499
20	0.2153329735
21	0.2089519962
22	0.2036358388
23	0.1973083838
24	0.1910981445
25	0.1849023667
26	0.1794633946
27	0.1750699235
28	0.1696512733
29	0.1643273746
30	0.1602221503
31	0.155540797
32	0.1504845937
33	0.1460139552
34	0.1426682156
35	0.1381044388
36	0.1340615047
37	0.1304629313
38	0.1268651504
39	0.1238705946
40	0.1205367463
41	0.1169744125
42	0.1139069475
43	0.11070356
44	0.1073151508
45	0.104443487
46	0.1021522674
47	0.09938770382
48	0.09638617424
49	0.0942119206
50	0.09198940698
51	0.09025805586
52	0.0879837064
53	0.08544665315
54	0.0840224591
55	0.08256937364
56	0.0817164573
57	0.08028814828
58	0.07829983379
59	0.07612758602
60	0.07426954566
61	0.07318505615
62	0.07144725702
63	0.06980114181
64	0.06857614453
65	0.06708284399
66	0.06570016071
67	0.06442178685
68	0.06291531037
69	0.06135257619
70	0.06006635996
71	0.0586034181
72	0.05737701501
73	0.05614026034
74	0.05498908944
75	0.05403307631
76	0.05296068154
77	0.05194059467
78	0.05086892442
79	0.04991541766
80	0.04901794139
81	0.04838396834
82	0.04774368008
83	0.04693667627
84	0.04632425768
85	0.04578336527
86	0.04534238184
87	0.04463128636
88	0.04415033752
89	0.04341622402
90	0.04306753448
91	0.04255323469
92	0.04192911298
93	0.04127609915
94	0.04077161676
95	0.04031932319
96	0.0397525563
97	0.03918039134
98	0.03865042188
99	0.0383461664
100	0.03776224045
101	0.03740104303
102	0.03703941524
103	0.03656053959
104	0.03610501504
105	0.03569145519
106	0.03548090866
107	0.03511537923
108	0.03475382845
109	0.03449710828
110	0.03426677089
111	0.03387713159
112	0.03361519414
