iter	RMSE
113	0.03326136896
114	0.03299700705
115	0.03263905972
116	0.03233365472
117	0.03214292253
118	0.03190931162
119	0.03169133595
120	0.03149344583
121	0.03133255048
122	0.03113932137
123	0.03105094196
124	0.03081467995
125	0.03066644052
126	0.0304943351
127	0.0302749219
128	0.03018056469
129	0.03005549486
130	0.02987747942
131	0.02971333288
132	0.02958328552
133	0.02940100483
134	0.02929956373
135	0.02905508967
136	0.02889278597
137	0.02864099952
138	0.02853223785
139	0.0283251185
140	0.02808638973
141	0.02796087893
142	0.02786583004
143	0.02768878305
144	0.02761244695
145	0.02756060153
146	0.02736125501
147	0.02717756111
148	0.0271364258
149	0.02701498661
150	0.02683581397
151	0.02661435794
152	0.02648825216
153	0.02640019195
154	0.02625037682
155	0.02612005682
156	0.0260278595
157	0.02594569429
158	0.02577778692
159	0.02569158242
160	0.02564583874
161	0.02547780987
162	0.02541182523
163	0.02531798932
164	0.0250953559
165	0.02496228313
166	0.02482099221
167	0.02475494928
168	0.02462996561
169	0.02457301255
170	0.02437497011
171	0.02424109062
172	0.02410525174
173	0.02393815747
174	0.02386632466
175	0.02381158923
176	0.02374205775
177	0.02363833965
178	0.02354939704
179	0.02343368396
180	0.02331117264
181	0.02323923458
182	0.02315876453
183	0.02303440609
184	0.02286574428
185	0.0227490942
186	0.02270544765
187	0.02261622198
188	0.02256429764
189	0.02250607137
190	0.0223358725
191	0.02227082874
192	0.02221941167
193	0.0221026989
194	0.02199267874
195	0.02194057097
196	0.02186827323
197	0.02173999213
198	0.02159759977
199	0.02154471683
200	0.02150477542
201	0.02146653127
202	0.02140030991
203	0.02127664382
204	0.02112435069
205	0.02108182606
206	0.02093883705
207	0.02078935881
208	0.02075548949
209	0.02069419041
210	0.02058150572
211	0.02054327423
212	0.02050688092
213	0.02037728386
214	0.02026604126
215	0.02023145931
216	0.02018827544
217	0.02008187556
218	0.02003155141
219	0.01998851269
220	0.01985914116
221	0.01976200954
222	0.01971374111
223	0.01968350651
224	0.01956890524
225	0.01953051931
226	0.01945092117
227	0.01931853347
228	0.0192805005
229	0.01918497519
230	0.01915834448
231	0.01901879371
232	0.01890944018
233	0.01877895409
234	0.01867415502
235	0.01857010737
236	0.0185251549
237	0.01846712501
238	0.01843697625
239	0.01834015323
240	0.01831020601
241	0.01825864501
242	0.01821402669
243	0.01817398265
244	0.01814895607
245	0.01811847657
246	0.01802432971
247	0.0179942062
248	0.0179254255
249	0.01781492969
250	0.01777572834
251	0.01774530572
252	0.01770509702
253	0.01761506726
254	0.0175363415
255	0.01748321877
256	0.01740506154
257	0.0173382885
258	0.01726515323
259	0.01719683289
260	0.01716242951
261	0.01708188506
262	0.01705804157
263	0.01699549035
264	0.01693155404
265	0.01689627048
266	0.01687333494
267	0.01684909296
268	0.01678515841
269	0.01671638582
270	0.01664177015
271	0.01655809392
272	0.01653582951
273	0.0164822524
274	0.01645644395
275	0.01640750019
276	0.0163525355
277	0.01629752863
278	0.01624105108
279	0.01622201269
280	0.0161536599
281	0.01614889128
282	0.01609395328
283	0.01602085965
284	0.01601654333
285	0.0159653956
286	0.01591609298
287	0.01588335739
288	0.0158374118
289	0.01581160778
290	0.01578535835
291	0.01575839007
292	0.01568664177
293	0.01568290698
294	0.01565956182
295	0.01563578825
296	0.0156065085
297	0.01560101886
298	0.01553902869
299	0.01552046452
300	0.01549034831
301	0.01544037074
302	0.01536155516
303	0.01531023982
304	0.01527495546
305	0.01525263007
306	0.0152125893
307	0.01515484984
308	0.01512929324
309	0.0151200875
310	0.01511499683
311	0.01507983838
312	0.01502977604
313	0.01498285649
314	0.01492956336
315	0.01487378269
316	0.01482114999
317	0.01479708928
318	0.01474927668
319	0.01469241543
320	0.01464473548
321	0.01460954785
322	0.01457693992
323	0.01453554719
324	0.01451746525
325	0.01447165495
326	0.01442399632
327	0.01437370132
328	0.01435082433
329	0.01430470567
330	0.01424650386
331	0.01421540578
332	0.01417555965
333	0.0141326569
334	0.01408045685
335	0.01404252365
336	0.01401553708
337	0.01400851053
338	0.01396710275
339	0.01392059618
340	0.01388529635
341	0.01383604242
342	0.01378011797
343	0.01372970633
344	0.01368363861
345	0.01365633068
346	0.01361573743
347	0.013583289
348	0.01354509976
349	0.01350570727
350	0.01346173195
351	0.01343362008
352	0.01339781204
353	0.01335535898
354	0.01332317912
355	0.01328497366
356	0.01324398543
357	0.01321811724
358	0.01318914729
359	0.01316686339
360	0.01313045024
361	0.01311374277
362	0.0130820417
363	0.01303377415
364	0.01298437066
365	0.01295928664
366	0.01290973396
367	0.01286520526
368	0.01284891638
369	0.01282935187
370	0.01279457764
371	0.01276933516
372	0.01273174961
373	0.01270104162
374	0.01268842028
375	0.0126528122
376	0.01262427506
377	0.01258528704
378	0.01255000408
379	0.01250962244
380	0.0124870826
381	0.01245523267
382	0.01241641352
383	0.01240400427
384	0.01237763917
385	0.0123580903
386	0.01231383939
387	0.01230073091
388	0.01228225001
389	0.01224040557
390	0.01221940207
391	0.0122107479
392	0.01219363294
393	0.01215001592
394	0.01213013086
395	0.0121023221
396	0.01208678171
397	0.01205557841
398	0.01202078684
399	0.01199171952
400	0.01196238594
401	0.01193816403
402	0.01189914947
403	0.01187190892
404	0.01183940197
405	0.01181787458
406	0.01178055
407	0.01175049104
408	0.01171424722
409	0.01169971238
410	0.01167648189
411	0.01165392967
412	0.01163416114
413	0.01160275223
414	0.01156413765
415	0.01154153421
416	0.01151577558
417	0.01150750267
418	0.01148619404
419	0.01145914224
420	0.01144005993
421	0.01140605208
422	0.01137510438
423	0.01134647871
424	0.01133345726
425	0.01131488303
426	0.01128697105
427	0.01126060399
428	0.01122973196
429	0.01119688217
430	0.01116690447
431	0.01113921432
432	0.01112450061
433	0.01111041085
434	0.01108860949
435	0.0110610026
436	0.01105369413
437	0.01103092079
438	0.0110116394
439	0.01098698276
440	0.01096194315
441	0.01094200322
442	0.0109210871
443	0.01090106338
444	0.01087818882
445	0.01084727191
446	0.01081447442
447	0.01080009629
448	0.01078542082
449	0.01076029621
450	0.01073444779
451	0.01070312301
452	0.01067366151
453	0.01065442817
454	0.01062977087
455	0.01061515545
456	0.01059067547
457	0.01056696528
458	0.01054494478
459	0.01052355758
460	0.01051013232
461	0.01047873818
462	0.01045595461
463	0.01042829322
464	0.01041974926
465	0.01041112767
466	0.01039642244
467	0.01038029646
468	0.01036555515
469	0.01033991339
470	0.01032369312
471	0.01030928583
472	0.01028499046
473	0.01026229361
474	0.01024192787
475	0.01021562597
476	0.01018934508
477	0.01017853875
478	0.01015919255
479	0.01012991317
480	0.01011283436
481	0.01009424684
482	0.01007171965
483	0.01005168133
484	0.01003475259
485	0.01001930363
486	0.01000365765
487	0.009979814676
488	0.009955770165
489	0.009934207371
490	0.009926098207
491	0.009902173419
492	0.009878827297
493	0.009863315445
494	0.00985160488
495	0.009830092185
496	0.009801332837
497	0.009777642595
498	0.009767663367
499	0.009736701382
500	0.009726280382
501	0.009708484503
502	0.009684281601
503	0.009667241134
504	0.009658255085
505	0.009642868675
506	0.009620095906
507	0.009603137113
508	0.009581698984
509	0.009561130125
510	0.009541508402
511	0.009516732708
512	0.009511926251
513	0.009496760866
514	0.009477593027
515	0.009461110253
516	0.009449201309
517	0.00942573631
518	0.009412450739
519	0.009395756658
520	0.009377401254
521	0.009363027239
522	0.009345261579
523	0.009318448912
524	0.009298781464
525	0.009283888343
526	0.00926751822
527	0.009244160935
528	0.009221365995
529	0.009200114328
530	0.009184831569
531	0.009172696425
532	0.00914719283
533	0.009120016201
534	0.009102245573
535	0.009081408216
536	0.009059495917
537	0.009037069855
538	0.009020107206
539	0.00900884482
540	0.008994300024
541	0.008970965306
542	0.008948938004
543	0.008930255008
544	0.0089125635
545	0.008897458769
546	0.008880323447
547	0.008862609313
548	0.008849640312
549	0.008823982387
550	0.008803116103
551	0.008787892078
552	0.008767505221
553	0.008751708253
554	0.008740033902
555	0.008721893637
556	0.008714374158
557	0.008695292202
558	0.008676664922
559	0.008665916546
560	0.008652214316
561	0.008637525456
562	0.008621365258
563	0.008607559468
564	0.008593053885
565	0.008576237738
566	0.008561575329
567	0.008539754553
568	0.008526514716
569	0.0085088956
570	0.008499418224
571	0.008484814038
572	0.008475579544
573	0.008463753749
574	0.008446873672
575	0.008431289249
576	0.008421011788
577	0.008403271944
578	0.0083943423
579	0.008383762497
580	0.008368963216
581	0.008353452722
582	0.008341173218
583	0.008326083903
584	0.008310419698
585	0.008302287105
586	0.008288325161
587	0.008269214794
588	0.008250432657
589	0.008236272773
590	0.008211119956
591	0.008195933633
592	0.008178927986
593	0.00816389878
594	0.008144464338
595	0.00812602355
596	0.00811298903
597	0.00810145597
598	0.008080500352
599	0.008069928466
600	0.008051829486
601	0.008035039687
602	0.008016072322
603	0.00800461376
604	0.007990906247
605	0.007977119394
606	0.007958556579
607	0.007945817078
608	0.007935674284
609	0.007921595975
610	0.007909796416
611	0.007896112867
612	0.007878928893
613	0.007863272781
614	0.007852405184
615	0.00784379161
616	0.007831054124
617	0.00781130725
618	0.00779696473
619	0.007776607906
620	0.007765616695
621	0.007745911669
622	0.007736561251
623	0.007725596674
624	0.00770967707
625	0.007698889038
626	0.007682753544
627	0.007672098815
628	0.007657616063
629	0.007640753636
630	0.007622212227
631	0.007610540477
632	0.007592813929
633	0.007583954846
634	0.007571287266
635	0.007557374374
636	0.007543010879
637	0.007525516939
638	0.007506423522
639	0.007494300308
640	0.00748024211
641	0.007465535123
642	0.007451735424
643	0.007439197838
644	0.007430827222
645	0.007414401295
646	0.007405759923
647	0.007399599721
648	0.007393245462
649	0.007377029974
650	0.007364063047
651	0.007350085984
652	0.00733667458
653	0.007315421902
654	0.007302759582
655	0.007291609159
656	0.007279732279
657	0.007274230887
658	0.007268715807
659	0.007257466431
660	0.007247996992
661	0.007234599194
662	0.00722855795
663	0.007219566336
664	0.007207489418
665	0.007190724124
666	0.007176051828
667	0.007163644317
668	0.007153904642
669	0.007146945484
670	0.007134938759
671	0.007126539342
672	0.007114330982
673	0.00709875747
674	0.007083762725
675	0.007073634487
676	0.007061373982
677	0.007047326582
678	0.007033642723
679	0.007022398203
680	0.007002805694
681	0.006993459021
682	0.006982672924
683	0.006970341248
684	0.00695462408
685	0.006942555277
686	0.006931251562
687	0.00691085852
688	0.006898780199
689	0.006889705552
690	0.006883788012
691	0.006867464514
692	0.006860437289
693	0.006850612068
694	0.006841913522
695	0.006828641288
696	0.006810397025
697	0.006791777113
698	0.006773809445
699	0.006749184346
700	0.006734964616
701	0.006724460313
702	0.006707577586
703	0.006692990077
704	0.006678268965
705	0.006665523339
706	0.006646452672
707	0.00663632882
708	0.006630597605
709	0.006613152147
710	0.006604837052
711	0.006595848388
712	0.006585622576
713	0.006573111173
714	0.006562342832
715	0.00654808585
716	0.006536546542
717	0.006522578241
718	0.006507997505
719	0.006499647973
720	0.006490635911
721	0.006476160749
722	0.006465037709
723	0.006449638877
724	0.006440451692
725	0.006431989616
726	0.00640655865
727	0.00638466562
728	0.006380077726
729	0.006373830898
730	0.006360647874
731	0.006349122683
732	0.006339095036
733	0.006324006914
734	0.006314235837
735	0.00630545013
736	0.006295034856
737	0.00627623161
738	0.006269062111
739	0.006258924683
740	0.006251192012
741	0.006235928409
742	0.006225451933
743	0.006212728096
744	0.006201511546
745	0.006195108411
746	0.006184876952
747	0.006175798656
748	0.006165363566
749	0.006154643567
750	0.006138719098
751	0.006131317689
752	0.006126162214
753	0.006116251801
754	0.006105246099
755	0.006081966971
756	0.006074007181
757	0.006064323367
758	0.006055633744
759	0.006045188711
760	0.006034963591
761	0.006027654706
762	0.006018933742
763	0.006007333039
764	0.005993698583
765	0.005984095536
766	0.005974241475
767	0.005966067734
768	0.005959057454
769	0.005949358688
770	0.005943702742
771	0.005935699111
772	0.005916582614
773	0.005906036638
774	0.005890817514
775	0.005883356361
776	0.005866011205
777	0.005852337151
778	0.005845446723
779	0.005843284147
780	0.005832126624
781	0.005828407454
782	0.005819041238
783	0.005808682317
784	0.00579946424
785	0.005791476515
786	0.005779610496
787	0.005760514708
788	0.005752865797
789	0.00574559957
790	0.005736356015
791	0.005726583026
792	0.005709433752
793	0.00570002325
794	0.005693910072
795	0.005680473857
796	0.005669005574
797	0.005654336243
798	0.00565069211
799	0.005638449581
800	0.005622549514
801	0.005616093219
802	0.005610801851
803	0.005602816857
804	0.005594626623
805	0.00557196924
806	0.005561975698
807	0.005548764157
808	0.005540468467
809	0.005529312559
810	0.005519532872
811	0.005512174096
812	0.00549937833
813	0.005492561272
814	0.005484533526
815	0.005472909611
816	0.005467913891
817	0.005451109823
818	0.005438324286
819	0.005430360031
820	0.00542288343
821	0.005410776346
822	0.005402525645
823	0.005388770207
824	0.005375090295
825	0.005368891851
826	0.005363579423
827	0.005354431035
828	0.00534725335
829	0.005338252185
830	0.005336679441
831	0.005330309148
832	0.005324342389
833	0.005307942065
834	0.005297029152
835	0.005288126586
836	0.005272861378
837	0.005261102925
838	0.005249113171
839	0.005239721536
840	0.00523453459
841	0.005226110116
842	0.005215321059
843	0.005202316679
844	0.005197673927
845	0.005191406771
846	0.00518289341
847	0.00517422997
848	0.005156355537
849	0.005145217326
850	0.005140341039
851	0.005132358096
852	0.005116744896
853	0.005111376886
854	0.005099053003
855	0.005088016194
856	0.005076302992
857	0.005063110222
858	0.005057848677
859	0.005046353942
860	0.005037037461
861	0.005024508641
862	0.00501021238
863	0.00500192885
864	0.004995888605
865	0.004986276535
866	0.004982707448
867	0.004975096826
868	0.00496824839
869	0.004962496341
870	0.004951615679
871	0.004931486983
872	0.004916018522
873	0.00490452792
874	0.004902174802
875	0.004893648751
876	0.004886497971
877	0.004877677774
878	0.004870765282
879	0.004864742267
880	0.004853265036
881	0.004848202041
882	0.004845896702
883	0.004836764457
884	0.004830491782
885	0.004822250363
886	0.004818191665
887	0.00481125248
888	0.004806001936
889	0.004803403357
890	0.004797557514
891	0.004791909943
892	0.004778927422
893	0.004769028899
894	0.004758392324
895	0.004742867539
896	0.004735663599
897	0.004723010188
898	0.004714413634
899	0.004704324147
900	0.004701063653
901	0.004692130234
902	0.004680625116
903	0.004670095099
904	0.004665342908
905	0.004660598646
906	0.004651000749
907	0.00464495461
908	0.004635584916
909	0.00463014514
910	0.004618294583
911	0.004613271419
912	0.0046088067
913	0.00460427615
914	0.004596976789
915	0.004591774135
916	0.004585461884
917	0.004581247514
918	0.004578225291
919	0.004575216695
920	0.004568658207
921	0.004559185927
922	0.004552590435
923	0.004541135738
924	0.004536944084
925	0.004531227054
926	0.004523816117
927	0.004514005331
928	0.004509465588
929	0.004506505459
930	0.004501154226
931	0.004493737837
932	0.004486055346
933	0.004480535704
934	0.004473958624
935	0.004464766159
936	0.004455954247
937	0.004446631738
938	0.00443430782
939	0.004427400491
940	0.004420790174
941	0.004415427661
942	0.004408497131
943	0.004401565504
944	0.004396907388
945	0.004388567023
946	0.004384397616
947	0.004378043666
948	0.00437228805
949	0.004362559831
950	0.004348745777
951	0.004341826694
952	0.004337461894
953	0.004333462736
954	0.004324706364
955	0.00431931675
956	0.004313254536
957	0.004301462492
958	0.004288482808
959	0.004282163703
960	0.004279650381
961	0.004276224018
962	0.004265551629
963	0.004255850571
964	0.004249678562
965	0.004238573864
966	0.00422549276
967	0.004222188393
968	0.004214445136
969	0.004208973333
970	0.004203070289
971	0.004195343576
972	0.004188271485
973	0.004180052118
974	0.004174391301
975	0.004167727244
976	0.004160386322
977	0.004154940184
978	0.004150629813
979	0.004143805154
980	0.004135963969
981	0.004130543851
982	0.004126965801
983	0.004121276357
984	0.004111252924
985	0.004105500433
986	0.004099536352
987	0.004095403952
988	0.004087882798
989	0.004083744396
990	0.00407647219
991	0.004069535701
992	0.004063449917
993	0.004059849193
994	0.004053822438
995	0.004047576051
996	0.004043395266
997	0.004039716266
998	0.004031318594
999	0.004027261321
1000	0.004023219741
1001	0.004012295467
1002	0.004007436112
1003	0.003999530395
1004	0.003994754017
1005	0.003984983218
1006	0.003975204624
1007	0.003971124289
1008	0.003964661455
1009	0.003955618138
1010	0.003948896157
1011	0.003941402726
1012	0.003936654466
1013	0.003928104863
1014	0.00391652905
1015	0.003915014353
1016	0.003910263653
1017	0.003903601689
1018	0.003899134873
1019	0.003893957621
1020	0.003888148576
1021	0.00387836403
1022	0.003875127419
1023	0.003869862389
1024	0.00386640384
1025	0.003862571983
1026	0.003854952063
1027	0.003849493974
1028	0.003840543605
1029	0.003836230185
1030	0.003823650388
1031	0.003819396242
1032	0.003811650109
1033	0.003806176716
1034	0.00380093439
1035	0.003795182702
1036	0.003787397741
1037	0.003781062984
1038	0.003777318118
1039	0.00377339927
1040	0.003771061155
1041	0.00376720578
1042	0.003762944826
1043	0.003760657286
1044	0.003754515497
1045	0.003746947822
1046	0.003741505099
1047	0.003736242562
1048	0.003731536601
1049	0.00372160703
1050	0.003715561956
1051	0.003712985763
1052	0.003706954264
1053	0.003697875949
1054	0.003691153308
1055	0.003685623246
1056	0.003671861046
1057	0.003658809245
1058	0.003655369987
1059	0.003645107856
1060	0.003639876714
1061	0.003636234463
1062	0.003630817402
1063	0.003624968561
1064	0.003620571074
1065	0.003613681863
1066	0.00360778525
1067	0.003605921798
1068	0.003601361676
1069	0.00359529402
1070	0.003586910635
1071	0.003582855543
1072	0.003574824479
1073	0.003569652114
1074	0.003564296851
1075	0.003559863759
1076	0.003555899458
1077	0.003548560057
1078	0.003543956957
1079	0.003538279331
1080	0.003533045704
1081	0.003527668227
1082	0.003521866757
1083	0.003518367872
1084	0.003517101147
1085	0.003513120725
1086	0.003508622257
1087	0.003503270853
1088	0.003497635485
1089	0.003491556894
1090	0.003488392073
1091	0.003482081991
1092	0.00347551955
1093	0.003468609174
1094	0.003465514345
1095	0.003462325831
1096	0.003454500129
1097	0.003452024857
1098	0.003447591008
1099	0.003439739824
1100	0.003436038644
1101	0.003428461164
1102	0.003417938614
1103	0.00341309647
1104	0.003405195485
1105	0.003398428308
1106	0.003393630999
1107	0.003388612529
1108	0.003379852065
1109	0.003372874507
1110	0.003362863612
1111	0.003359862633
1112	0.003356063307
1113	0.00335198301
1114	0.003347037387
1115	0.003343455899
1116	0.003337578956
1117	0.003329343372
1118	0.003325074024
1119	0.003318321957
1120	0.003313384114
1121	0.003305836909
1122	0.003303239473
1123	0.003297210101
1124	0.003287734761
1125	0.003282660766
1126	0.003279361966
1127	0.003275800621
1128	0.003271683412
1129	0.003263572918
1130	0.003259713121
1131	0.003254969236
1132	0.003248296269
1133	0.003243989474
1134	0.00323953042
1135	0.003234722704
1136	0.003232697004
1137	0.003230484672
1138	0.003216705264
1139	0.003209790709
1140	0.003203802306
1141	0.003199097157
1142	0.003191456143
1143	0.003189007618
1144	0.003183889875
1145	0.003182174393
1146	0.003174490866
1147	0.003170384367
1148	0.003166341506
1149	0.003160447328
1150	0.003156248089
1151	0.003152252119
1152	0.00314773628
1153	0.003142010616
1154	0.003139362995
1155	0.003134646114
1156	0.003129645699
1157	0.003125802397
1158	0.003121810627
1159	0.003113899765
1160	0.00310957641
1161	0.003101938424
1162	0.003092256262
1163	0.003088788572
1164	0.003079537561
1165	0.003075979865
1166	0.003069120748
1167	0.00306699496
1168	0.003059921107
1169	0.003055500458
1170	0.003052667024
1171	0.003048722555
1172	0.003043120605
1173	0.003038967282
1174	0.003034973461
1175	0.003024865615
1176	0.003019094008
1177	0.003016179562
1178	0.003011424088
1179	0.003003601627
1180	0.002999148449
1181	0.002992957665
1182	0.002987084474
1183	0.002981871952
1184	0.002973889148
1185	0.002969633447
1186	0.002965861335
1187	0.002961971256
1188	0.002956219396
1189	0.002952014187
1190	0.002947012348
1191	0.002944047918
1192	0.002936096336
1193	0.002932346061
1194	0.002929087061
1195	0.00292703233
1196	0.002921253246
1197	0.002917369625
1198	0.002909980749
1199	0.002905797127
